id,age,sex,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3
2513,16,F,U,GT3,T,2,0,health,teacher,other,mother,2,7,2,yes,no,yes,yes,yes,no,no,no,4,4,7,4,2,5,0,20
2514,18,M,R,GT3,T,4,1,health,services,other,mother,4,1,3,yes,yes,yes,yes,no,no,no,yes,3,4,9,4,5,4,22,8.4
2515,15,F,U,GT3,A,3,0,other,health,course,other,4,1,2,yes,no,no,no,yes,no,no,no,4,4,9,4,4,4,23,5
2516,18,M,U,LE3,T,2,2,at_home,other,reputation,mother,4,2,2,yes,yes,no,yes,yes,yes,no,yes,5,4,8,4,5,5,19,5
2517,17,M,U,LE3,T,2,4,at_home,services,course,mother,1,4,1,yes,no,yes,yes,no,yes,yes,yes,3,4,6,2,1,2,8,14.4
2518,16,F,R,GT3,A,4,3,teacher,health,other,other,2,5,0,no,no,yes,no,yes,no,yes,yes,2,2,6,3,5,5,7,18
2519,16,M,U,GT3,T,3,3,services,health,reputation,father,2,5,1,no,no,yes,yes,yes,no,no,no,2,5,4,0,1,1,6,13.5
2520,15,F,R,LE3,A,4,2,other,health,home,father,4,1,2,yes,yes,yes,no,yes,no,no,no,5,3,6,3,2,4,10,12.1
2521,15,F,R,LE3,T,0,2,services,health,home,other,4,2,2,yes,yes,yes,yes,no,no,no,yes,1,3,9,5,4,4,24,0.3
2522,16,M,U,GT3,A,0,1,teacher,services,course,other,2,1,2,no,no,no,no,no,yes,no,no,3,1,7,4,5,4,25,20
2523,18,F,R,LE3,T,2,0,teacher,teacher,reputation,mother,1,7,0,no,no,yes,no,no,yes,yes,no,4,2,8,3,2,4,2,20
2524,18,M,R,GT3,T,4,1,other,health,other,mother,3,2,4,yes,yes,no,no,yes,no,no,yes,5,3,6,5,3,4,27,0
2525,17,M,U,GT3,A,0,3,teacher,at_home,course,father,3,1,3,yes,yes,no,yes,yes,yes,no,yes,3,4,5,4,5,5,17,8.5
2526,18,F,U,LE3,T,1,0,other,health,home,father,4,1,3,yes,yes,no,yes,no,no,no,yes,4,3,4,4,1,4,9,1.2
2527,15,F,U,LE3,T,0,1,teacher,teacher,other,other,1,1,4,yes,no,yes,yes,no,yes,no,yes,3,3,6,4,3,4,20,15.8
2528,15,M,R,GT3,A,4,3,at_home,teacher,reputation,mother,3,5,1,yes,no,no,yes,no,yes,no,yes,3,3,5,0,5,2,15,9.2
2529,18,M,U,GT3,T,4,0,other,other,home,other,2,1,3,yes,yes,yes,no,no,no,no,no,3,3,3,3,5,4,25,2.4
2530,15,F,R,LE3,A,0,4,at_home,other,other,father,4,2,4,yes,yes,yes,yes,yes,no,no,yes,3,3,7,4,4,5,24,1.3
2531,16,F,R,GT3,T,4,4,at_home,health,home,father,3,5,0,yes,no,no,no,yes,no,no,no,3,4,5,0,5,2,17,6
2532,16,F,R,LE3,A,4,1,other,health,reputation,other,2,9,1,no,no,yes,yes,yes,no,yes,yes,1,1,6,4,1,4,1,20
2533,18,F,R,LE3,T,1,2,services,other,course,mother,3,1,4,yes,yes,yes,no,yes,no,no,no,5,4,7,4,5,5,20,2
2534,16,M,R,LE3,T,2,0,health,health,other,mother,1,5,1,no,yes,yes,no,no,no,no,yes,4,2,7,3,5,5,8,16.3
2535,16,F,U,LE3,A,4,1,teacher,at_home,other,other,1,6,1,yes,no,yes,no,no,yes,yes,no,1,5,7,2,4,2,8,15.8
2536,17,M,U,LE3,T,3,2,teacher,services,reputation,father,3,1,4,no,no,yes,yes,yes,no,no,no,2,4,7,5,5,4,25,2.9
2537,17,M,R,GT3,A,2,2,services,other,home,other,2,8,0,no,no,yes,yes,no,yes,yes,yes,1,3,10,3,1,5,3,20
2538,16,F,R,LE3,A,2,0,health,other,home,other,3,1,2,yes,yes,yes,no,yes,no,no,yes,3,3,7,4,4,5,27,1.3
2539,18,M,U,LE3,A,3,0,services,teacher,home,mother,2,2,3,yes,yes,no,yes,no,yes,no,yes,3,2,8,5,4,5,24,1.1
2540,17,F,U,LE3,T,0,2,health,health,other,father,2,2,2,yes,yes,no,no,no,no,no,yes,5,2,7,5,5,5,11,5.4
2541,15,M,R,LE3,T,1,3,other,other,other,father,3,1,2,yes,yes,no,yes,yes,yes,no,yes,3,3,5,3,4,4,16,5.9
2542,15,F,R,LE3,T,4,1,other,other,home,mother,2,3,0,yes,yes,yes,yes,yes,no,yes,yes,3,5,7,2,1,5,8,15.9
2543,15,M,U,LE3,A,0,0,at_home,at_home,other,father,4,1,2,no,yes,no,yes,yes,yes,no,yes,5,4,7,1,3,5,10,13.7
2544,18,M,U,LE3,A,3,2,at_home,health,course,father,1,2,4,yes,yes,no,yes,yes,yes,no,no,3,3,7,4,3,5,22,4.9
2545,16,F,R,GT3,A,1,3,other,services,reputation,mother,4,2,2,yes,yes,yes,no,yes,no,no,no,3,4,6,4,3,4,24,2.7
2546,15,F,U,GT3,T,1,4,at_home,at_home,reputation,father,4,1,3,yes,yes,no,yes,no,no,no,no,3,3,6,3,4,4,10,8.8
2547,18,M,U,GT3,A,1,2,other,services,other,father,3,2,2,yes,yes,no,yes,no,no,no,no,4,4,5,4,3,4,25,4
2548,17,M,R,GT3,T,3,3,services,teacher,course,other,4,5,1,yes,yes,no,yes,no,no,no,yes,4,4,6,0,4,3,20,1.2
2549,16,F,R,LE3,T,0,4,teacher,other,course,father,4,1,3,yes,yes,yes,no,yes,no,no,yes,3,3,7,5,4,4,21,3.7
2550,17,M,R,GT3,T,4,3,other,at_home,home,other,2,5,1,no,yes,yes,no,yes,no,yes,no,5,3,8,3,3,5,16,20
2551,18,F,U,LE3,T,1,0,other,services,reputation,other,1,1,4,no,no,yes,no,yes,no,no,no,4,5,5,4,4,5,17,1
2552,15,M,R,GT3,T,1,2,other,health,reputation,other,3,1,4,yes,yes,no,no,no,no,no,no,3,4,7,5,4,5,16,4.3
2553,15,F,U,GT3,T,0,4,at_home,teacher,reputation,mother,3,1,3,yes,yes,yes,no,no,yes,no,no,5,4,5,4,3,4,0,7.8
2554,18,M,R,LE3,T,1,3,at_home,teacher,other,mother,2,4,0,yes,yes,yes,no,no,no,yes,yes,5,1,6,5,5,4,6,14.1
2555,15,F,R,LE3,T,1,4,at_home,other,course,father,4,1,2,no,no,no,yes,no,no,no,yes,1,4,7,5,5,5,13,7
2556,16,F,U,GT3,A,3,1,at_home,other,home,other,3,1,1,yes,no,yes,no,no,no,no,yes,4,4,5,5,3,5,28,0.2
2557,18,M,U,GT3,T,2,2,services,services,other,father,2,1,3,no,yes,no,no,yes,no,no,yes,1,1,7,4,4,5,18,8.1
2558,17,F,R,GT3,T,0,0,other,services,home,father,2,1,3,no,yes,no,yes,no,no,no,no,1,5,7,5,3,4,14,8.1
2559,18,M,R,GT3,A,0,4,services,teacher,other,father,4,1,2,yes,yes,yes,yes,yes,no,no,no,5,4,8,5,1,4,15,4
2560,16,F,U,LE3,A,0,3,at_home,services,reputation,father,4,1,4,yes,no,no,yes,yes,yes,no,no,4,4,9,4,5,4,14,0
2561,16,F,R,GT3,A,3,4,services,other,home,father,4,5,0,yes,yes,no,yes,no,no,no,no,5,3,6,0,3,3,14,2.2
2562,18,F,U,GT3,A,3,3,other,teacher,course,other,1,5,0,yes,yes,no,no,no,no,no,no,5,4,4,0,2,0,13,8.7
2563,18,M,U,GT3,T,4,4,other,teacher,course,other,1,5,1,yes,yes,no,no,no,yes,no,no,5,5,9,3,5,4,16,6.1
2564,15,F,R,GT3,A,3,0,at_home,health,other,other,3,1,2,yes,no,no,no,no,yes,no,yes,4,3,5,4,4,4,16,6
2565,16,M,U,GT3,A,0,0,other,health,reputation,other,1,6,0,yes,no,yes,no,yes,yes,yes,no,3,3,8,4,2,4,6,18.5
2566,18,F,U,LE3,A,4,2,services,services,other,mother,3,2,3,yes,yes,no,yes,yes,yes,no,yes,3,3,7,4,3,5,26,0.5
2567,18,M,U,LE3,A,2,0,health,services,home,other,3,1,2,yes,yes,yes,no,yes,no,no,no,3,4,6,5,3,4,27,0.8
2568,16,M,R,LE3,T,1,4,other,other,course,other,2,8,0,no,no,yes,no,no,no,yes,yes,5,1,8,1,2,4,4,20
2569,18,M,U,LE3,A,1,4,services,other,course,other,1,2,3,yes,yes,no,yes,yes,yes,no,no,3,5,5,5,4,4,12,11.4
2570,15,F,R,LE3,A,4,0,services,health,course,mother,3,2,3,yes,no,no,yes,yes,yes,no,yes,4,4,9,5,4,4,15,7
2571,16,M,R,GT3,A,2,1,services,teacher,course,father,1,9,0,yes,no,no,yes,yes,no,yes,yes,3,3,11,2,3,2,0,20
2572,15,F,R,LE3,A,1,4,other,at_home,home,mother,4,1,2,yes,yes,no,no,yes,yes,no,yes,2,3,9,4,3,4,23,1.9
2573,15,M,U,LE3,T,4,2,health,at_home,course,other,3,1,1,no,no,no,no,yes,yes,no,yes,4,3,6,2,2,4,14,6.5
2574,15,M,U,GT3,A,3,1,at_home,services,other,other,3,1,0,yes,no,yes,yes,yes,no,no,no,5,4,6,5,5,4,5,20
2575,15,M,R,LE3,A,0,0,at_home,at_home,course,mother,1,8,0,yes,no,no,yes,yes,yes,yes,yes,5,2,6,2,2,4,4,20
2576,16,M,R,LE3,A,2,3,other,at_home,home,father,4,1,3,yes,yes,no,no,yes,no,no,no,3,3,6,4,1,4,15,5.4
2577,15,F,U,LE3,T,1,4,other,health,reputation,mother,2,6,0,yes,no,yes,no,no,no,yes,no,5,4,9,4,4,5,5,19.8
2578,15,M,R,LE3,A,0,3,teacher,teacher,reputation,mother,2,2,4,yes,yes,no,yes,yes,yes,no,no,4,2,9,5,3,5,23,2
2579,18,M,R,GT3,A,4,2,health,other,course,other,4,2,4,yes,yes,no,no,no,yes,no,yes,4,3,6,4,3,4,11,7.6
2580,16,F,U,GT3,T,1,1,services,health,reputation,mother,4,1,3,yes,yes,yes,no,no,no,no,no,1,3,9,5,5,4,24,1.4
2581,16,M,R,LE3,A,0,3,services,other,home,mother,1,1,0,no,no,yes,no,yes,no,no,no,2,1,5,5,4,4,10,13
2582,17,M,U,GT3,T,3,2,at_home,health,course,mother,1,5,3,yes,no,no,yes,yes,yes,yes,no,5,5,7,5,2,5,10,17.6
2583,16,M,U,LE3,T,2,3,other,health,home,mother,4,1,2,yes,yes,yes,yes,yes,no,no,no,4,4,5,5,3,5,24,2
2584,16,M,R,GT3,A,4,3,health,at_home,reputation,mother,2,5,1,no,no,yes,yes,no,no,no,no,5,1,5,0,4,2,10,16.3
2585,17,F,U,GT3,A,1,2,at_home,other,reputation,mother,4,1,3,yes,yes,no,yes,yes,no,no,no,4,4,5,4,3,5,18,5
2586,16,F,U,GT3,T,3,4,health,health,course,other,2,5,0,no,no,yes,yes,yes,yes,yes,no,2,4,7,3,2,4,0,17.7
2587,16,M,U,GT3,T,2,3,other,at_home,reputation,other,3,1,1,no,yes,yes,no,no,no,yes,no,3,3,5,1,3,4,9,15.7
2588,16,F,R,GT3,A,2,2,services,services,course,other,2,9,0,no,no,no,yes,yes,no,yes,yes,3,3,10,1,4,5,5,20
2589,16,F,R,GT3,T,3,3,teacher,other,course,other,4,5,1,yes,yes,no,no,yes,yes,no,yes,4,3,5,0,4,2,22,5
2590,17,M,R,GT3,T,1,4,health,health,other,mother,4,1,3,no,yes,no,no,no,no,no,yes,4,3,7,5,4,5,15,8
2591,16,F,U,GT3,A,2,2,services,services,other,mother,1,6,0,yes,no,yes,yes,no,yes,yes,yes,1,3,5,5,5,4,5,18.4
2592,16,M,U,GT3,T,4,3,health,at_home,other,mother,2,5,1,no,no,yes,yes,yes,no,yes,no,3,2,7,0,2,3,4,20
2593,17,F,R,GT3,T,0,0,health,health,home,mother,3,1,3,yes,no,no,yes,yes,yes,no,yes,4,4,7,4,4,5,12,9
2594,18,F,R,GT3,T,4,4,health,at_home,reputation,other,1,5,0,no,yes,yes,yes,yes,yes,no,yes,3,1,6,3,2,5,9,14.9
2595,15,F,U,LE3,T,2,3,other,at_home,reputation,other,2,5,1,no,no,yes,yes,no,yes,yes,no,3,2,8,5,3,5,10,16
2596,18,M,R,GT3,T,0,1,at_home,at_home,other,mother,1,8,1,no,no,yes,no,no,no,yes,no,4,3,8,1,3,4,4,20
2597,17,F,R,LE3,T,3,2,health,other,course,mother,3,1,4,yes,yes,no,yes,no,no,no,yes,3,3,8,4,4,5,11,3.6
2598,15,M,R,GT3,A,0,3,other,services,course,mother,4,1,4,yes,yes,yes,no,yes,no,no,yes,5,4,8,5,3,4,13,2
2599,17,M,R,LE3,T,0,4,teacher,services,course,mother,4,1,3,yes,yes,no,yes,no,yes,no,yes,3,3,5,5,2,5,9,11.7
2600,17,F,R,LE3,A,0,4,at_home,teacher,course,father,1,9,0,yes,no,yes,yes,yes,yes,yes,yes,3,3,8,2,5,4,2,20
2601,16,M,U,LE3,A,2,1,other,health,home,father,3,1,3,yes,yes,no,no,no,no,no,yes,4,3,9,4,5,5,19,1.9
2602,15,F,R,GT3,A,1,1,teacher,at_home,reputation,father,3,2,2,yes,yes,no,yes,yes,yes,no,no,3,3,5,4,5,4,13,6.2
2603,16,M,R,GT3,A,2,3,at_home,health,other,father,4,2,2,yes,yes,yes,yes,no,no,no,yes,4,3,6,4,4,5,25,3
2604,15,M,U,GT3,A,1,0,other,services,home,mother,3,1,4,yes,yes,no,no,yes,no,no,yes,3,3,9,4,5,4,18,7
2605,17,F,U,GT3,A,3,4,teacher,services,reputation,mother,3,5,1,yes,no,no,yes,no,yes,no,yes,3,4,9,0,4,0,24,0.4
2606,17,F,U,LE3,A,3,0,other,at_home,home,mother,4,1,2,yes,yes,yes,yes,yes,no,no,no,3,3,7,5,4,5,29,1.1
2607,18,F,U,GT3,A,3,0,teacher,other,course,father,4,2,2,yes,yes,no,yes,no,no,no,yes,4,3,9,4,4,5,18,4
2608,15,F,R,GT3,T,3,3,health,at_home,home,father,3,5,0,yes,yes,yes,yes,yes,yes,no,yes,3,4,6,0,1,0,14,17.6
2609,16,M,R,GT3,A,3,2,health,at_home,home,mother,3,2,4,yes,yes,yes,yes,no,no,no,yes,5,4,7,4,2,4,15,3
2610,18,M,R,GT3,A,4,2,at_home,teacher,course,father,4,1,3,no,yes,no,no,no,no,no,yes,2,3,7,4,5,4,27,0.3
2611,18,M,R,GT3,A,2,2,teacher,other,course,other,1,1,2,yes,yes,yes,no,yes,no,no,no,4,4,3,4,4,4,20,4
2612,18,F,U,GT3,T,1,1,health,health,other,father,3,1,2,yes,yes,yes,yes,yes,no,no,yes,3,4,8,5,4,4,21,2.4
2613,16,M,U,GT3,A,3,4,at_home,other,other,father,4,5,0,yes,yes,yes,no,no,no,no,yes,1,3,6,0,3,1,23,4.3
2614,18,F,R,GT3,T,4,1,services,at_home,reputation,father,2,10,0,no,no,yes,no,no,yes,no,yes,3,4,6,2,3,5,9,20
2615,16,M,R,LE3,A,4,4,health,at_home,other,father,4,5,1,no,yes,no,yes,yes,yes,yes,yes,5,4,5,0,2,1,5,8.6
2616,18,F,R,LE3,A,4,4,health,at_home,other,mother,2,5,0,yes,yes,yes,yes,no,no,no,no,5,1,11,0,4,1,5,20
2617,16,M,R,GT3,T,2,4,other,at_home,reputation,other,4,2,3,yes,yes,yes,no,no,no,no,no,3,4,5,5,4,4,21,1
2618,17,M,U,GT3,A,3,3,services,at_home,home,mother,1,5,1,yes,no,yes,no,yes,no,yes,yes,2,4,8,0,2,2,0,20
2619,17,F,R,GT3,T,4,2,teacher,other,home,father,2,2,0,yes,no,yes,no,no,yes,yes,no,2,4,8,1,5,2,9,11.9
2620,17,M,U,GT3,T,4,1,at_home,at_home,home,father,3,2,4,no,yes,no,yes,yes,no,no,no,2,3,9,4,4,4,26,1.5
2621,17,F,U,LE3,A,3,1,services,services,course,father,3,1,3,yes,yes,no,no,yes,no,no,yes,4,4,2,5,5,5,21,6
2622,17,M,U,LE3,A,2,3,teacher,services,reputation,father,3,1,1,yes,yes,no,no,yes,yes,no,yes,3,3,5,4,4,5,16,4.9
2623,18,M,U,GT3,T,4,4,health,teacher,home,father,2,5,0,yes,no,yes,no,no,no,no,yes,3,1,7,0,3,1,28,13
2624,18,F,R,LE3,T,1,2,at_home,health,other,other,1,5,1,yes,no,yes,yes,no,yes,yes,yes,5,2,9,2,5,3,1,18.1
2625,18,F,R,LE3,A,0,0,at_home,services,other,mother,3,1,4,yes,yes,no,no,no,yes,no,yes,3,4,5,5,5,4,23,1.1
2626,16,M,R,GT3,A,0,0,services,teacher,other,father,1,4,2,yes,yes,no,yes,no,yes,no,yes,4,3,8,4,5,5,23,10.7
2627,16,M,R,GT3,A,0,3,other,other,reputation,other,1,1,1,no,no,yes,yes,yes,yes,yes,no,3,3,5,3,1,4,1,15.7
2628,16,M,U,GT3,T,2,2,teacher,health,reputation,mother,1,6,0,yes,no,no,yes,yes,no,yes,no,4,3,7,4,4,5,27,16.5
2629,16,M,U,LE3,A,4,0,services,at_home,other,mother,3,1,3,yes,yes,no,no,no,yes,no,yes,3,4,4,2,2,1,14,3.6
2630,17,M,U,LE3,T,0,0,other,at_home,course,mother,4,1,4,no,yes,no,yes,yes,yes,no,no,1,3,7,5,5,5,18,4
2631,17,M,R,GT3,A,0,1,other,other,course,father,3,1,2,yes,yes,no,yes,no,yes,no,no,2,3,3,4,3,4,21,1.7
2632,17,F,U,GT3,T,3,2,other,health,home,father,3,1,4,no,yes,no,no,no,yes,no,no,1,3,5,4,3,5,19,7.8
2633,15,F,U,LE3,T,4,0,at_home,services,home,other,4,2,4,yes,yes,no,yes,yes,no,no,yes,4,4,6,4,3,5,24,3
2634,18,F,U,LE3,A,4,1,teacher,health,home,other,2,5,0,no,no,yes,yes,no,no,yes,no,2,1,5,3,5,5,6,14.6
2635,16,M,U,GT3,T,3,2,teacher,teacher,home,mother,4,1,4,yes,yes,yes,yes,yes,no,no,no,4,3,5,5,5,4,25,4
2636,16,M,R,LE3,T,4,4,services,other,home,father,3,5,1,yes,no,no,yes,yes,no,no,no,3,3,6,3,3,4,8,9.5
2637,17,M,U,GT3,T,1,2,health,services,reputation,mother,3,1,3,yes,yes,no,yes,no,yes,no,yes,3,3,6,5,3,4,28,0.3
2638,16,F,U,GT3,T,2,3,services,health,reputation,mother,3,1,1,no,no,yes,yes,yes,yes,no,no,5,3,8,5,2,5,6,13.8
2639,16,F,R,LE3,T,3,1,teacher,health,course,other,4,1,3,no,yes,yes,no,yes,no,no,no,3,4,6,4,1,4,15,7.3
2640,18,M,R,LE3,A,0,4,at_home,services,course,father,3,1,3,yes,yes,yes,no,no,no,no,yes,5,4,9,4,4,4,28,6
2641,17,M,R,LE3,A,4,1,services,teacher,reputation,other,1,1,3,no,no,yes,yes,yes,no,no,yes,1,2,7,3,3,4,21,20
2642,18,F,U,GT3,T,1,1,health,teacher,course,father,3,1,2,yes,yes,yes,yes,no,no,no,yes,3,3,8,5,5,4,29,8.1
2643,15,F,U,GT3,A,1,0,services,health,other,mother,2,8,1,no,no,yes,no,yes,yes,yes,yes,4,3,7,2,2,4,3,20
2644,15,F,U,GT3,T,2,2,other,at_home,course,mother,2,5,0,yes,no,yes,no,yes,yes,yes,no,5,4,8,1,4,5,7,15.8
2645,15,M,U,GT3,T,1,1,health,services,other,mother,3,2,4,yes,yes,yes,yes,no,no,no,no,4,3,9,4,5,5,27,1.8
2646,17,M,R,GT3,A,4,1,other,teacher,other,father,2,2,3,yes,yes,yes,yes,no,no,no,no,4,5,5,4,3,4,27,3
2647,16,M,U,GT3,T,4,3,at_home,teacher,home,mother,3,5,1,yes,yes,no,yes,yes,yes,no,no,5,3,3,0,3,2,21,2.1
2648,17,F,U,LE3,T,1,3,teacher,teacher,course,father,1,6,0,yes,yes,yes,no,no,yes,yes,no,4,4,9,1,2,4,9,19.3
2649,17,F,R,GT3,T,4,3,services,other,other,father,4,5,1,no,yes,no,no,yes,no,no,yes,5,4,5,3,3,5,20,10
2650,16,M,R,GT3,A,4,1,services,at_home,course,other,3,1,2,yes,yes,no,no,yes,yes,no,yes,1,3,9,5,3,4,12,7.8
2651,18,M,R,GT3,A,0,4,other,teacher,course,mother,3,2,4,yes,yes,yes,yes,no,no,no,no,4,4,7,5,5,5,21,7
2652,15,F,U,GT3,T,3,2,other,at_home,reputation,other,3,2,4,yes,yes,no,no,yes,no,no,no,1,4,6,5,2,5,11,4.9
2653,18,M,U,LE3,T,4,1,teacher,health,reputation,father,3,1,2,yes,yes,no,yes,yes,no,no,yes,5,4,5,4,4,4,28,9
2654,15,F,U,GT3,T,4,0,services,health,home,mother,2,2,2,no,no,yes,yes,no,no,no,no,5,4,9,4,5,4,21,1
2655,17,F,U,LE3,T,2,4,teacher,other,course,mother,4,1,3,yes,no,no,yes,no,yes,no,no,3,4,8,5,4,4,17,5.4
2656,15,M,U,LE3,T,3,4,other,at_home,reputation,father,3,5,0,yes,no,yes,no,no,yes,yes,no,3,4,7,3,1,4,2,20
2657,17,F,R,GT3,A,3,2,other,services,other,mother,3,2,3,yes,yes,no,no,no,no,no,no,3,3,6,4,4,4,25,7.6
2658,18,M,R,GT3,A,3,4,health,other,other,father,4,5,1,yes,yes,no,yes,yes,no,no,no,3,4,5,0,2,3,8,7.4
2659,17,F,U,LE3,A,1,2,other,teacher,home,mother,2,1,1,yes,no,yes,yes,yes,yes,yes,no,2,2,4,2,5,3,7,11
2660,18,F,U,LE3,A,0,4,other,health,other,mother,3,1,2,yes,yes,yes,yes,yes,yes,no,no,3,3,5,1,1,5,7,8.9
2661,16,M,U,GT3,T,0,2,teacher,health,course,father,2,7,0,yes,no,yes,no,yes,yes,yes,yes,3,4,9,4,3,5,0,20
2662,16,F,U,LE3,T,2,3,health,services,other,other,4,1,2,yes,yes,yes,no,yes,no,no,yes,2,3,6,4,4,4,27,5.5
2663,16,M,U,GT3,A,3,3,health,other,home,father,3,5,1,no,yes,no,yes,yes,no,no,no,3,3,6,0,3,2,24,5.4
2664,17,M,R,GT3,A,3,4,services,at_home,home,mother,3,5,1,yes,yes,no,yes,no,yes,no,yes,3,4,6,3,5,4,19,6.9
2665,16,F,R,LE3,T,4,4,at_home,health,other,father,1,5,0,yes,yes,no,no,no,no,no,yes,4,3,4,3,4,4,13,4.9
2666,15,M,R,GT3,A,1,2,services,teacher,course,father,3,1,2,yes,no,yes,yes,yes,yes,no,no,2,3,8,3,4,4,26,16.3
2667,18,M,U,GT3,T,1,2,services,services,reputation,father,4,1,2,no,yes,no,yes,yes,no,no,yes,2,4,5,4,3,4,14,13
2668,18,M,U,GT3,T,2,1,services,services,course,mother,3,1,2,yes,no,no,no,yes,no,no,yes,5,4,5,2,4,5,1,2.1
2669,15,M,R,LE3,T,0,3,health,services,course,other,4,1,3,yes,yes,yes,no,no,no,no,no,4,4,4,4,3,5,22,6
2670,17,M,R,LE3,A,3,1,teacher,teacher,course,other,4,1,4,yes,yes,yes,no,yes,no,no,yes,3,4,5,4,5,4,21,3.3
2671,17,M,U,LE3,A,2,1,other,services,other,mother,3,2,2,yes,yes,no,yes,no,yes,no,no,5,4,8,4,5,5,13,5
2672,18,F,R,GT3,A,1,0,health,at_home,reputation,other,4,1,3,yes,yes,no,yes,yes,no,no,yes,5,4,6,5,4,4,12,1
2673,16,M,R,LE3,A,1,2,other,at_home,course,father,3,2,3,yes,yes,no,no,no,no,no,yes,5,4,5,5,5,4,15,9
2674,17,F,U,LE3,A,1,0,other,other,reputation,father,2,5,0,yes,no,yes,no,yes,yes,yes,no,4,4,7,2,1,3,8,15.6
2675,17,F,R,LE3,T,3,0,at_home,other,home,other,1,7,0,yes,no,yes,yes,no,no,yes,no,5,3,7,1,4,5,10,20
2676,15,M,R,GT3,A,3,1,services,at_home,reputation,other,1,3,2,no,no,yes,no,no,yes,yes,no,5,5,9,1,3,3,1,16.2
2677,15,F,R,GT3,T,3,0,at_home,teacher,other,other,1,4,0,yes,no,yes,no,no,yes,yes,no,1,3,6,1,3,2,5,19.8
2678,16,F,U,LE3,T,4,2,services,other,home,father,3,2,3,yes,yes,no,no,yes,no,no,no,3,3,7,4,3,5,26,1.2
2679,17,M,R,LE3,T,0,1,health,services,home,father,3,1,2,yes,yes,no,yes,yes,yes,no,yes,1,4,4,2,2,3,7,12.8
2680,17,M,R,LE3,A,1,2,other,at_home,course,mother,3,1,2,yes,yes,no,no,no,no,no,yes,3,4,6,4,2,4,5,1.5
2681,15,M,R,GT3,A,1,4,at_home,health,reputation,mother,4,1,3,yes,no,no,yes,yes,yes,no,no,3,4,4,4,2,5,7,0.5
2682,17,F,U,LE3,A,4,0,health,teacher,home,father,4,1,3,yes,yes,no,no,no,yes,no,no,3,4,5,4,4,5,13,6
2683,18,F,U,GT3,A,1,1,health,teacher,home,father,1,1,4,yes,no,no,yes,no,no,no,no,2,1,5,4,4,5,17,19.8
2684,15,M,R,GT3,A,1,3,services,at_home,reputation,mother,4,2,3,yes,yes,yes,yes,no,no,no,yes,5,4,5,4,5,4,24,8
2685,16,M,U,GT3,A,3,2,other,health,reputation,mother,2,2,2,yes,yes,no,no,no,no,no,yes,3,2,6,4,5,4,27,1.5
2686,15,F,R,LE3,A,3,0,services,teacher,home,father,4,1,2,yes,yes,no,yes,yes,yes,no,no,3,4,6,5,4,5,21,3.1
2687,17,F,U,LE3,A,0,2,services,other,home,other,1,6,3,no,no,no,yes,yes,yes,yes,yes,4,2,7,2,5,5,6,18.7
2688,16,F,U,GT3,T,1,2,health,health,reputation,father,2,2,4,yes,yes,no,no,no,yes,no,yes,4,3,8,5,4,5,17,1
2689,15,F,R,GT3,A,2,4,services,services,other,other,3,1,0,yes,yes,no,yes,no,no,no,yes,3,3,4,5,4,4,15,1
2690,18,M,R,GT3,T,1,2,teacher,other,reputation,father,1,5,0,yes,no,yes,no,no,no,yes,no,4,3,7,4,3,5,9,17.5
2691,18,F,R,GT3,T,1,4,other,health,other,mother,1,2,1,yes,no,yes,no,yes,no,yes,no,5,1,8,2,5,5,7,12.1
2692,15,F,U,LE3,T,0,4,services,at_home,home,mother,2,5,1,yes,no,yes,yes,no,yes,yes,no,5,2,7,1,4,4,10,18.2
2693,18,F,R,LE3,T,2,4,services,teacher,course,mother,2,5,0,no,no,yes,yes,yes,no,yes,no,5,3,5,3,3,4,8,14.7
2694,18,F,U,GT3,A,1,0,at_home,other,reputation,father,2,7,1,no,no,yes,yes,no,no,yes,yes,1,1,9,3,4,5,2,20
2695,18,M,U,GT3,A,2,2,other,at_home,home,father,2,1,4,no,no,yes,yes,yes,no,no,yes,1,3,8,4,5,5,29,20
2696,16,M,R,GT3,T,3,2,other,health,home,father,1,2,1,yes,no,yes,no,no,yes,yes,no,1,4,9,4,1,4,3,19.1
2697,18,F,U,LE3,T,3,4,services,services,course,other,3,5,0,yes,yes,no,no,no,no,no,yes,4,4,5,0,2,0,14,9.1
2698,18,F,R,GT3,T,2,2,teacher,teacher,reputation,father,2,4,1,no,no,yes,no,yes,yes,yes,no,2,1,6,4,4,4,12,14.9
2699,18,M,U,LE3,A,1,2,at_home,teacher,home,other,3,1,2,yes,yes,no,yes,yes,no,yes,no,1,4,4,3,4,5,10,11.7
2700,16,M,R,GT3,T,2,4,teacher,other,other,other,1,9,1,no,no,no,no,no,no,yes,no,5,4,7,2,4,5,5,20
2701,15,F,U,LE3,T,2,3,services,at_home,course,other,4,1,3,no,yes,no,no,no,yes,no,yes,4,4,5,1,4,5,13,9
2702,17,F,U,LE3,A,3,3,other,health,other,mother,4,5,0,yes,yes,no,no,no,no,no,no,3,3,5,3,1,5,14,1.1
2703,18,M,R,GT3,T,2,4,other,health,reputation,other,4,1,3,no,yes,no,yes,no,no,no,yes,1,3,4,2,2,4,12,3.4
