id,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G3,sex.e,famsize.e,Pstatus.e,Mjob.e,Fjob.e,reason.e,guardian.e,schoolsup.e,famsup.e,paid.e,activities.e,nursery.e,higher.e,internet.e,romantic.e,result
2760,17,1,0,4,1,0,1,1,5,5,2,1,27,0,0,0,0,2,1,3,1,1,1,0,1,0,1,0,1,0
2761,16,1,3,1,9,1,2,5,1,2,5,4,18,18,0,1,0,4,2,2,0,0,0,0,1,0,1,1,1,1
2762,15,3,3,1,10,0,2,4,1,2,4,3,2,16,1,1,1,1,2,3,2,0,1,1,0,0,0,1,1,1
2763,17,3,2,4,2,3,1,1,4,3,2,4,29,0,1,0,1,4,0,0,1,1,1,1,1,0,1,0,0,0
2764,15,2,4,2,5,1,1,5,2,5,1,3,4,15,1,1,0,0,3,2,1,1,0,1,0,1,1,1,0,1
2765,15,4,0,1,6,1,4,2,4,4,4,2,0,13,1,1,0,1,1,0,2,1,0,1,1,1,1,1,0,1
2766,18,2,1,3,1,3,5,3,1,3,5,2,28,0,1,1,0,2,3,2,0,1,1,0,1,0,1,0,1,0
2767,16,2,1,1,1,0,1,2,3,5,4,1,23,8,1,0,1,2,0,3,2,0,1,0,1,0,0,1,0,0
2768,17,0,3,3,1,3,4,4,2,2,5,4,24,0,0,1,0,4,3,0,1,1,1,0,0,0,1,0,1,0
2769,15,0,3,1,6,1,2,3,4,1,5,5,9,12,0,0,1,4,3,0,2,0,0,1,0,1,0,1,0,1
2770,15,3,3,3,1,3,1,1,4,5,3,2,19,6,1,0,1,0,1,1,2,1,1,0,1,1,0,0,1,0
2771,17,2,0,4,2,1,4,3,1,2,3,2,16,8,0,0,0,0,3,0,0,0,1,0,1,0,1,0,1,0
2772,15,3,3,2,4,0,4,1,4,4,1,3,1,15,0,0,1,2,0,0,0,0,0,1,1,0,0,1,1,1
2773,18,4,3,3,1,3,5,5,1,1,2,1,27,3,1,0,0,3,4,3,2,0,0,0,1,1,1,0,1,0
2774,18,1,4,2,2,2,2,5,3,4,4,1,22,0,1,0,1,0,4,0,0,0,1,0,0,1,1,0,1,0
2775,18,0,0,2,4,1,5,5,4,3,2,3,16,12,0,0,0,2,2,0,0,0,0,1,1,0,1,1,0,1
2776,18,4,2,3,2,3,5,5,1,3,4,5,18,6,1,1,0,0,4,0,1,0,1,0,1,1,1,0,0,0
2777,15,4,2,3,2,3,5,5,1,5,1,2,27,4,1,1,1,1,1,3,0,1,1,0,1,0,1,0,0,0
2778,17,0,4,4,2,2,2,3,3,2,1,1,6,0,0,0,1,4,2,2,2,0,1,0,1,0,1,1,0,0
2779,17,0,1,1,1,0,1,1,4,2,4,3,19,15,1,0,1,2,4,3,2,0,0,1,0,0,0,1,0,1
2780,17,2,2,4,2,3,5,5,3,5,5,4,12,6,0,0,0,0,4,0,1,1,1,0,0,1,1,0,1,0
2781,17,3,0,4,3,3,3,5,3,3,3,1,13,5,0,0,1,4,2,2,1,0,0,0,0,1,0,1,0,0
2782,16,4,1,3,1,3,2,1,3,4,4,2,11,6,0,0,1,3,1,3,1,1,0,0,0,1,0,0,0,0
2783,17,2,3,3,2,3,4,3,4,5,5,2,12,4,0,0,0,0,2,3,2,0,1,0,1,0,1,0,1,0
2784,16,2,0,4,4,3,4,5,5,5,4,2,14,10,0,1,0,2,1,2,2,0,1,0,0,0,1,0,0,1
2785,16,4,1,3,1,2,2,3,1,4,4,4,25,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0
2786,18,4,2,1,4,1,4,5,1,1,4,4,29,13,1,0,1,4,0,0,1,1,0,0,1,0,0,1,1,1
2787,16,1,3,4,1,3,2,3,3,4,4,2,3,4,1,0,1,4,4,1,0,0,1,0,0,0,0,0,1,0
2788,15,3,3,2,9,0,1,4,3,1,4,3,0,18,1,0,0,1,4,0,0,0,0,1,0,0,1,1,1,1
2789,16,4,0,4,1,2,2,5,5,1,5,3,23,1,0,1,0,2,3,0,2,1,1,1,0,0,0,0,0,0
2790,18,0,3,2,7,0,1,5,2,4,1,2,3,17,0,0,1,3,2,1,0,0,0,1,0,0,0,1,0,1
2791,16,1,1,3,3,3,2,2,1,4,3,3,27,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0
2792,15,3,4,2,6,1,5,2,2,2,3,5,24,11,0,1,1,3,4,0,1,0,0,0,0,0,0,1,0,1
2793,15,0,2,2,3,3,3,3,3,4,5,2,11,8,1,1,1,2,3,2,2,1,1,0,1,0,1,1,0,0
2794,15,0,0,4,2,3,1,2,1,2,5,1,20,8,1,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0
2795,18,3,4,2,6,1,3,3,1,2,4,5,5,14,1,0,1,0,1,1,2,0,0,1,1,1,1,1,1,1
2796,18,1,4,1,2,3,4,5,3,4,1,5,21,6,0,1,1,2,4,1,1,0,0,0,1,1,0,0,0,0
2797,17,0,0,4,2,3,1,5,2,5,1,3,24,3,0,1,0,3,2,3,2,0,1,0,0,0,0,0,1,0
2798,18,2,1,1,5,1,4,4,2,4,2,5,2,11,0,1,1,1,0,2,1,1,1,1,0,1,0,1,0,1
2799,15,3,2,4,3,2,5,4,4,4,1,4,27,4,0,1,1,2,3,2,0,0,1,0,0,0,0,0,0,0
2800,15,3,0,2,7,2,5,2,4,4,4,3,5,17,1,0,0,2,2,0,2,0,0,0,0,1,1,0,1,1
2801,18,4,4,3,2,3,1,5,5,2,2,3,15,8,0,1,1,0,1,3,2,1,1,0,0,1,1,0,1,0
2802,16,1,4,4,1,1,1,3,5,5,5,4,11,8,0,0,1,1,2,0,2,0,1,0,1,0,1,0,1,0
2803,18,2,0,3,1,3,3,2,2,5,4,5,12,3,0,1,0,0,3,3,1,1,1,1,1,1,1,0,1,0
2804,18,2,4,3,6,3,4,4,3,1,2,3,8,10,1,0,0,3,1,2,0,1,1,0,1,0,1,0,0,1
2805,15,4,0,4,3,3,3,1,2,4,4,3,23,0,1,1,0,3,3,0,2,1,1,0,0,0,1,1,0,0
2806,17,0,0,3,1,3,1,3,1,5,5,1,22,3,0,0,1,4,4,3,0,1,1,0,1,1,1,0,0,0
2807,15,0,2,2,1,0,3,1,4,4,2,3,3,15,0,0,0,2,3,0,2,0,0,1,0,1,0,1,0,1
2808,17,2,0,1,10,1,1,2,4,1,4,3,4,16,0,0,1,1,2,3,1,0,0,1,1,0,1,0,1,1
2809,15,1,4,3,4,3,2,2,2,2,3,4,22,2,0,1,0,1,4,1,0,0,1,0,1,0,0,0,1,0
2810,18,0,3,3,3,2,4,1,1,3,5,3,26,2,1,0,1,0,4,0,0,0,1,0,0,0,1,1,0,0
2811,15,3,2,4,1,1,5,2,2,3,2,3,21,4,0,1,1,0,0,1,2,1,1,0,1,0,1,0,0,0
2812,15,4,4,1,6,1,5,2,2,4,3,5,10,13,0,0,0,1,2,3,0,0,0,1,0,1,1,1,1,1
2813,15,1,4,2,2,1,3,5,2,2,3,3,4,19,0,0,1,0,2,0,1,1,0,1,1,1,1,1,0,1
2814,18,0,2,4,2,1,5,3,1,3,2,2,24,2,1,1,1,4,1,3,0,0,1,0,0,0,1,0,0,0
2815,18,2,2,4,2,2,2,4,4,1,1,2,11,8,1,0,0,2,3,3,0,0,1,0,1,0,0,0,1,0
2816,18,4,4,3,10,0,2,5,3,3,1,1,4,16,0,0,1,4,3,1,0,1,0,1,0,0,0,1,1,1
2817,18,0,3,3,1,3,3,2,5,5,4,2,28,0,0,1,1,3,2,0,0,0,1,0,1,0,0,0,1,0
2818,17,2,1,4,4,2,5,4,1,1,2,2,28,4,0,0,1,1,3,2,2,0,1,0,0,0,1,0,1,0
2819,17,0,4,3,2,2,5,2,4,3,2,4,21,5,0,0,0,4,2,3,2,1,1,0,1,0,1,0,0,0
2820,16,4,2,3,1,3,1,3,2,5,3,4,25,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0
2821,18,3,0,2,6,0,3,2,3,2,3,1,13,15,1,0,0,0,3,2,0,0,0,1,0,1,1,1,0,1
2822,17,3,0,3,1,2,1,1,5,5,3,4,26,4,1,1,0,0,3,1,1,0,1,0,1,1,0,0,0,0
2823,15,2,2,4,1,2,2,1,5,3,5,3,29,3,1,0,0,0,2,1,2,1,1,0,0,0,0,0,0,0
2824,18,3,2,3,3,2,3,1,1,1,1,1,22,5,0,0,0,3,2,1,2,0,1,0,0,1,1,0,0,0
2825,16,4,1,2,3,0,1,1,2,1,4,3,1,16,1,0,0,4,1,3,2,1,0,1,0,0,1,1,1,1
2826,16,2,2,1,10,0,2,4,2,3,4,5,4,20,1,0,0,2,3,2,0,1,0,1,0,1,1,1,1,1
2827,16,0,0,2,1,3,5,1,3,4,2,4,21,0,1,0,1,0,0,3,2,0,1,0,0,0,0,1,0,0
2828,15,1,3,4,1,2,3,2,5,3,3,3,14,9,0,0,1,3,2,3,1,0,1,0,1,0,1,0,1,0
2829,17,0,2,1,8,0,1,5,1,5,2,5,2,18,0,0,1,3,0,0,1,1,0,0,1,0,1,1,1,1
2830,15,4,1,1,2,3,4,2,2,1,1,4,19,7,1,0,1,0,4,2,1,0,1,1,1,1,1,0,1,0
2831,18,2,3,4,1,2,5,2,5,4,5,4,27,2,0,1,0,1,4,0,1,0,1,0,0,1,1,0,1,0
2832,16,0,1,4,3,3,1,2,5,4,1,1,13,7,1,1,1,4,0,1,1,1,1,0,0,1,0,1,1,0
2833,15,2,3,3,1,2,1,2,4,1,2,2,17,8,1,1,1,0,4,2,2,0,1,0,0,0,0,1,1,0
2834,15,3,2,2,6,1,3,5,3,2,3,2,6,13,1,1,1,2,0,2,0,0,0,1,0,1,1,0,1,1
2835,17,1,0,2,2,0,4,1,2,3,2,3,1,14,1,0,1,4,1,3,0,1,0,1,0,0,1,1,1,1
2836,17,4,3,3,2,3,5,3,4,1,3,1,13,9,0,0,1,3,1,1,0,1,0,1,1,0,0,0,1,0
2837,16,0,4,3,4,2,5,4,3,3,3,2,10,10,0,1,0,2,4,3,0,0,1,0,0,0,1,0,1,1
2838,15,1,1,1,1,3,3,5,4,1,2,3,11,6,0,1,0,4,0,0,2,0,1,0,1,1,0,0,1,0
2839,15,4,3,1,2,1,3,5,2,2,5,3,1,18,0,1,1,2,0,1,2,1,0,1,1,1,1,1,1,1
2840,17,4,1,3,3,3,3,5,1,4,2,2,13,4,1,0,1,3,0,3,2,0,1,0,0,1,1,0,0,0
2841,15,3,0,4,2,3,4,4,4,1,1,5,20,6,0,0,1,0,4,3,1,1,1,0,0,1,0,0,0,0
2842,15,2,1,1,9,0,3,2,4,4,1,3,4,20,1,1,1,2,0,3,0,0,0,1,1,1,1,1,0,1
2843,15,2,1,1,8,0,4,4,5,1,4,2,5,17,0,1,0,0,2,1,2,0,0,1,1,1,1,1,1,1
2844,17,1,4,2,8,0,4,5,2,4,1,5,1,19,0,1,1,3,0,0,2,1,0,1,0,0,0,1,1,1
2845,16,3,1,2,8,0,2,2,4,3,1,2,13,16,0,1,0,3,2,2,2,0,0,1,0,0,1,1,0,1
2846,18,4,3,3,4,2,3,5,1,3,2,3,14,9,1,1,1,2,1,3,0,1,1,0,1,1,1,0,0,0
2847,16,3,1,1,2,2,3,3,4,4,2,5,29,2,1,0,0,2,2,1,0,0,0,0,1,0,1,0,0,0
2848,18,3,2,3,1,2,5,1,3,5,5,3,29,2,1,1,0,3,1,2,1,0,0,0,1,0,1,0,0,0
2849,15,1,1,4,5,2,3,1,1,4,1,2,8,10,1,0,0,2,4,3,1,1,1,0,1,0,0,0,1,1
2850,16,2,2,1,1,3,4,5,1,5,5,1,17,6,0,1,1,2,1,1,1,1,1,0,1,1,0,1,0,0
2851,18,3,1,3,5,3,3,2,4,1,5,1,16,10,1,1,1,2,1,0,0,1,1,0,0,1,0,0,1,1
2852,17,3,1,3,1,3,1,3,4,3,1,2,19,7,1,0,0,2,0,3,1,1,1,0,0,1,1,0,0,0
2853,17,3,3,2,2,0,5,3,5,5,2,4,1,17,0,1,1,4,3,1,1,0,0,1,0,0,0,1,1,1
2854,16,0,2,4,3,2,1,2,2,4,3,5,22,0,0,0,1,3,1,3,2,1,1,1,1,1,1,0,0,0
2855,16,3,2,1,1,1,4,2,5,4,3,1,3,14,1,0,0,3,2,1,0,1,0,1,0,0,1,1,1,1
2856,15,3,4,3,2,0,1,3,3,5,3,2,15,8,0,1,1,1,4,0,1,1,1,0,0,1,0,0,0,0
2857,16,4,1,2,7,1,4,1,2,2,5,4,1,19,1,1,0,0,2,0,1,1,0,1,0,0,0,1,0,1
2858,15,0,1,4,2,0,5,1,5,2,3,3,25,0,0,0,1,1,4,1,0,0,1,0,1,1,1,0,0,0
2859,15,3,3,1,2,3,2,3,5,5,4,3,20,6,1,0,1,2,2,2,1,1,1,1,0,0,1,0,0,0
2860,17,3,4,4,2,3,1,4,4,5,4,3,12,5,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0
2861,17,1,4,3,1,2,5,3,5,3,5,2,24,0,1,0,0,4,3,3,0,0,1,0,1,0,0,0,0,0
2862,18,1,3,3,1,2,2,5,4,1,2,5,13,8,1,1,0,4,1,0,0,0,1,0,0,1,0,0,0,0
2863,17,0,2,3,1,1,4,4,1,4,1,2,19,5,1,0,0,4,0,3,1,1,1,1,1,1,0,0,1,0
2864,17,4,0,3,1,3,4,2,2,4,5,4,26,0,0,1,1,4,2,0,1,0,1,0,1,0,1,0,0,0
2865,16,0,3,2,4,1,2,3,4,2,3,5,0,19,1,0,1,4,3,0,1,0,0,0,1,1,0,1,0,1
2866,17,0,2,4,3,3,5,3,5,3,1,3,23,5,1,0,1,4,2,3,0,1,1,0,1,1,0,0,1,0
2867,18,1,4,1,9,0,2,4,4,2,2,1,23,17,1,1,0,4,0,0,1,1,0,1,1,1,1,1,1,1
2868,16,1,3,4,3,3,1,3,1,4,3,1,13,8,1,0,1,4,0,3,2,1,1,0,0,1,1,1,1,0
2869,18,4,0,2,4,0,2,5,3,2,4,1,9,11,1,0,1,4,0,3,0,1,0,1,0,0,0,1,1,1
2870,17,3,1,1,2,1,3,1,3,1,4,4,9,12,0,0,1,3,1,0,1,1,0,1,0,0,1,1,0,1
2871,18,4,3,4,2,2,1,3,1,5,5,3,20,7,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0
2872,16,3,0,3,1,0,5,1,5,5,2,1,29,20,1,0,0,0,3,3,1,1,0,1,1,0,0,1,1,1
2873,15,2,0,1,1,1,1,2,2,1,5,5,7,11,0,0,1,4,0,1,0,0,0,1,0,0,1,1,1,1
2874,18,1,3,1,9,1,4,2,2,1,2,1,29,16,1,0,1,2,1,0,2,0,0,1,0,0,0,1,0,1
2875,18,2,2,2,9,1,4,3,4,1,5,4,0,16,0,1,0,2,4,2,0,0,0,1,1,0,0,1,0,1
2876,16,2,3,4,2,1,4,2,3,4,1,1,17,7,0,0,0,4,4,0,0,1,1,0,1,1,0,1,0,0
2877,16,1,4,3,1,3,1,3,1,5,5,4,29,3,1,0,0,4,1,1,0,0,1,0,1,0,0,0,1,0
2878,18,2,0,1,3,2,4,1,5,2,1,4,15,9,0,1,0,2,3,1,1,1,1,0,0,0,1,0,1,0
2879,17,0,0,4,2,2,5,4,1,2,2,5,19,7,0,0,1,0,2,0,0,1,1,0,1,0,1,0,1,0
2880,18,3,1,1,7,1,5,3,3,3,1,4,2,18,1,0,0,1,0,0,1,1,0,1,1,1,1,0,0,1
2881,16,4,0,3,2,2,1,4,1,2,1,2,13,5,1,1,1,3,1,2,0,0,1,1,1,1,0,0,1,0
2882,15,1,1,2,10,2,2,1,1,1,5,3,2,20,0,0,0,2,3,0,1,0,0,1,1,0,1,1,1,1
2883,15,0,0,3,1,2,2,1,1,3,1,4,27,6,0,0,1,4,2,1,1,0,0,0,0,0,0,0,0,0
2884,17,4,0,2,5,1,5,4,4,5,3,2,8,13,0,1,1,3,3,2,1,1,0,1,0,1,1,1,1,1
2885,18,4,3,1,6,0,1,3,5,2,3,2,8,14,1,1,0,4,2,0,1,0,0,1,1,1,0,1,0,1
2886,15,4,3,4,3,2,5,4,2,1,2,1,23,3,0,0,1,1,4,2,0,0,1,0,0,0,0,0,0,0
2887,18,2,4,2,8,1,4,3,5,4,3,5,10,16,0,0,1,1,2,2,0,1,0,1,0,0,1,1,0,1
2888,16,2,2,1,9,1,4,3,3,4,5,1,6,19,0,1,1,2,4,1,1,1,0,1,1,0,0,1,1,1
2889,15,2,4,4,1,3,5,4,2,2,1,5,13,6,1,0,0,3,0,1,1,1,1,0,1,0,1,1,0,0
2890,17,2,0,3,4,3,4,1,4,4,1,1,13,10,1,1,0,3,1,3,1,0,1,0,0,0,0,0,0,1
2891,16,0,4,3,3,2,3,5,2,4,2,1,23,2,1,1,0,1,4,1,2,1,1,0,1,0,1,0,0,0
2892,17,2,3,3,3,3,3,2,2,1,1,2,10,9,1,1,1,4,3,3,2,0,1,1,0,0,1,0,0,0
2893,16,1,0,2,3,0,3,5,2,3,1,3,3,17,0,0,1,2,2,1,0,1,0,1,1,1,1,1,0,1
2894,15,4,0,3,2,3,2,1,1,4,1,2,6,6,1,1,1,0,3,1,2,0,1,0,0,0,1,1,1,0
2895,17,0,4,2,5,1,2,2,3,2,2,1,26,13,0,1,1,1,4,3,2,0,0,1,0,1,0,1,1,1
2896,17,2,1,3,2,3,1,4,4,2,3,3,7,7,0,1,0,1,3,3,1,0,1,0,0,1,0,0,1,0
2897,16,4,2,4,1,2,2,5,3,1,3,1,19,4,0,0,1,2,2,3,1,0,1,0,0,1,0,1,0,0
2898,17,0,4,1,8,0,5,3,1,5,4,1,15,16,0,0,1,4,1,2,2,1,0,0,1,0,1,1,0,1
2899,16,4,4,3,3,3,1,1,4,4,5,3,27,3,1,0,1,3,3,3,2,0,1,0,1,1,1,0,1,0
2900,16,0,2,2,5,0,1,1,1,4,4,2,20,13,1,1,0,1,0,2,2,0,0,1,0,1,0,1,0,1
2901,16,3,0,2,6,1,5,1,4,1,2,4,7,14,1,0,1,2,2,2,1,1,0,1,1,0,1,1,1,1
2902,16,0,0,4,2,3,3,5,4,3,2,1,13,7,1,0,0,2,2,3,0,1,1,1,1,0,0,0,0,0
2903,15,2,1,3,1,2,2,3,5,3,3,4,13,5,1,1,0,2,0,3,2,1,1,0,0,0,1,0,0,0
2904,16,4,4,3,1,2,1,5,1,2,1,2,12,6,0,1,1,3,4,3,0,0,1,0,0,0,1,0,1,0
2905,18,4,2,1,9,0,3,3,3,2,4,4,1,20,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1
2906,17,4,4,2,4,0,4,2,1,2,2,2,3,13,1,0,1,2,4,1,2,1,0,1,0,0,0,1,1,1
2907,18,1,3,2,4,1,3,4,1,5,5,4,3,15,1,1,1,3,1,3,0,1,0,1,0,0,1,0,0,1
2908,15,1,4,1,10,1,3,1,1,2,4,4,9,19,1,0,0,4,4,0,1,1,0,1,0,0,0,1,0,1
2909,18,2,4,3,2,2,2,3,5,1,5,1,28,3,0,1,0,0,1,3,2,0,1,0,0,0,1,0,0,0
2910,17,3,3,2,3,0,4,5,5,4,5,3,3,17,0,1,0,1,1,0,2,0,0,1,1,0,0,0,0,1
2911,18,1,3,4,3,3,1,5,5,3,3,3,16,5,0,0,0,3,0,1,2,1,1,0,1,1,0,0,1,0
2912,15,0,2,1,10,1,5,1,5,2,3,2,5,16,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,1
2913,16,2,0,1,5,0,1,1,1,3,5,1,10,14,0,0,0,0,4,0,1,0,0,1,1,1,1,0,0,1
2914,18,3,1,2,8,1,2,1,3,3,4,4,2,17,1,0,0,3,3,1,1,1,0,0,0,1,0,0,1,1
2915,15,0,3,1,9,0,1,2,2,4,3,2,1,18,0,1,0,3,2,3,0,0,1,1,0,0,0,0,1,1
2916,15,4,0,3,3,2,2,4,1,5,4,3,12,9,0,0,0,3,2,0,2,0,1,0,1,0,0,0,1,0
2917,17,1,2,3,2,3,2,3,3,5,3,4,26,2,0,0,0,2,4,0,2,1,1,0,0,0,0,0,0,0
2918,17,0,4,2,2,2,1,1,2,3,1,1,25,19,1,0,1,4,3,2,0,1,0,1,1,0,0,1,0,1
2919,18,3,2,3,2,0,5,3,2,5,2,2,23,1,1,1,1,2,1,1,1,1,1,0,0,1,0,0,0,0
2920,16,2,2,3,2,3,5,5,5,5,1,5,22,1,0,0,1,0,4,0,2,1,1,0,0,0,0,1,1,0
2921,15,0,3,4,3,3,1,4,2,1,1,1,22,4,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0
2922,18,2,1,1,5,0,4,4,3,1,2,2,6,14,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
2923,15,4,3,1,10,0,3,3,5,5,3,4,1,18,0,1,0,3,3,1,0,0,0,1,0,0,1,1,0,1
2924,15,3,4,1,6,0,5,5,1,5,3,2,28,15,1,1,0,1,2,0,0,0,0,1,0,0,0,1,0,1
2925,16,3,3,3,1,2,2,5,1,5,1,1,20,9,1,1,1,2,4,0,1,1,1,0,0,1,0,0,0,0
2926,16,1,4,3,4,0,5,2,5,4,3,3,0,10,1,1,0,1,2,3,2,1,1,0,1,0,0,0,0,1
2927,18,3,3,3,5,0,4,1,5,5,5,3,17,11,0,0,1,4,1,3,1,0,0,1,1,0,0,1,1,1
2928,16,0,1,4,2,3,1,5,2,4,5,1,25,0,0,1,0,4,1,2,2,0,1,1,1,0,0,0,0,0
2929,16,0,0,3,4,2,4,1,2,1,3,4,16,10,0,1,0,2,0,0,1,1,1,0,1,0,0,0,1,1
2930,18,0,1,4,1,2,3,1,3,3,5,3,11,7,1,1,1,0,1,1,2,1,1,0,1,0,1,0,0,0
2931,16,4,3,2,1,0,5,3,5,2,2,5,5,18,0,1,1,4,1,2,2,0,0,1,1,0,1,1,0,1
2932,17,3,2,3,3,2,2,1,1,4,1,5,28,3,1,1,1,1,2,2,0,0,1,0,0,0,1,0,1,0
2933,15,3,0,2,4,3,2,3,3,4,3,5,24,13,1,1,1,1,2,2,0,0,0,1,1,1,0,1,0,1
2934,15,0,2,3,1,3,4,4,1,5,1,2,23,1,1,1,1,3,4,0,2,1,1,0,1,0,0,0,0,0
2935,15,1,1,2,1,3,1,5,1,5,2,4,5,9,0,1,1,0,4,2,1,0,1,0,0,1,0,0,1,0
2936,15,1,0,4,3,2,3,3,3,4,1,4,22,2,0,0,0,3,1,1,2,0,1,0,1,1,1,0,0,0
2937,18,3,3,2,2,0,1,2,1,3,3,3,18,12,0,0,0,2,3,3,1,1,0,1,0,0,1,1,1,1
2938,15,3,2,2,2,1,5,3,5,1,2,1,9,14,0,0,0,4,4,3,2,0,0,1,0,0,0,1,1,1
2939,15,2,3,1,7,1,4,1,5,3,2,5,1,19,1,1,0,3,1,0,1,1,1,1,1,0,0,1,0,1
2940,15,3,4,1,6,1,4,2,3,4,5,5,7,13,0,1,1,3,2,1,0,0,0,1,0,1,0,1,0,1
2941,15,0,0,1,8,1,2,1,1,5,3,1,4,18,1,1,0,2,0,1,1,1,0,1,0,1,1,0,1,1
2942,17,4,2,2,4,0,5,2,1,2,2,1,22,12,0,0,0,1,2,1,0,1,0,1,1,0,1,1,1,1
2943,15,3,1,2,8,3,2,3,2,2,2,5,3,16,0,1,1,1,2,0,1,1,0,1,0,0,1,1,0,1
2944,17,3,1,2,6,1,1,1,4,2,1,1,3,14,0,1,0,2,0,1,0,1,0,1,1,0,0,1,1,1
2945,18,0,1,1,1,3,4,3,3,4,5,2,14,5,1,1,1,1,2,3,1,1,1,1,0,0,0,0,1,0
2946,16,2,1,2,3,2,4,5,1,5,1,3,12,8,1,0,1,2,4,1,2,0,1,0,0,1,0,0,1,0
2947,15,3,2,1,10,3,3,2,3,3,2,2,4,17,1,0,1,1,2,1,1,1,0,1,0,1,1,1,1,1
2948,16,1,4,3,2,3,1,4,2,2,2,5,14,9,1,1,0,2,0,0,0,0,1,0,1,1,1,0,0,0
2949,16,1,1,4,3,3,5,4,3,1,1,3,19,0,1,0,1,1,1,2,0,1,0,1,0,1,0,1,0,0
2950,18,1,1,3,1,1,3,3,5,3,1,3,20,8,0,1,0,3,1,2,1,0,1,0,1,1,1,0,0,0
2951,16,4,1,3,5,0,4,2,1,3,2,3,6,12,1,1,0,3,1,0,2,0,0,1,1,0,1,1,1,1
2952,17,4,4,4,1,2,5,2,2,5,2,4,13,3,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0
2953,16,3,0,4,4,3,2,3,5,2,5,4,11,9,1,0,1,2,0,0,1,1,0,0,0,0,1,0,1,0
2954,16,3,1,2,10,0,1,4,4,2,2,3,5,17,1,0,1,3,4,0,0,0,0,1,0,1,0,0,1,1
2955,16,3,1,1,3,3,2,5,4,4,2,4,22,6,0,0,1,4,0,1,2,0,1,0,0,1,1,0,0,0
2956,15,4,1,3,2,3,4,4,3,5,3,2,6,8,1,1,0,1,1,1,2,1,0,0,1,0,0,0,1,0
2957,15,3,0,2,2,2,3,1,1,2,4,5,24,1,0,1,0,4,0,2,2,0,1,0,1,1,0,0,1,0
2958,17,0,1,3,5,3,2,4,4,2,4,5,1,10,0,0,1,4,3,0,2,0,1,0,1,0,1,0,0,1
2959,17,2,0,2,1,0,4,1,2,2,2,5,12,18,0,0,0,0,2,0,1,1,0,1,1,0,1,1,0,1
2960,15,1,0,4,1,2,2,1,1,4,5,1,18,6,1,1,1,4,4,1,2,1,1,0,0,0,1,0,1,0
2961,17,1,3,3,2,2,1,5,2,2,3,2,29,5,0,1,1,4,1,0,2,1,0,0,1,0,1,0,0,0
2962,15,0,3,3,3,2,2,5,2,3,2,5,18,6,1,1,0,0,1,3,2,1,1,0,1,1,1,0,0,0
2963,18,3,1,2,4,3,1,4,2,5,3,5,14,5,1,1,0,0,3,1,0,0,0,0,0,1,0,0,1,0
2964,16,4,2,3,1,2,1,3,4,3,1,5,26,6,1,0,1,0,4,3,0,0,1,0,0,0,1,1,0,0
2965,16,3,3,1,2,1,5,4,3,5,5,5,21,5,1,0,0,2,2,1,0,1,1,0,1,0,0,0,1,0
2966,17,3,3,2,4,0,3,5,4,1,4,4,27,15,1,0,1,0,4,1,2,0,0,1,0,1,0,1,1,1
2967,15,1,2,3,2,2,2,1,4,2,3,4,16,7,0,1,1,2,4,1,1,0,1,0,1,1,1,1,0,0
2968,15,1,4,1,4,1,4,1,3,1,2,2,13,11,0,1,0,1,1,2,1,1,0,0,0,0,0,1,1,1
2969,17,4,1,4,3,3,5,3,5,4,1,2,24,0,1,0,1,2,0,2,0,0,1,0,0,0,1,0,1,0
2970,15,1,4,3,2,2,3,4,2,4,5,5,4,8,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0
2971,18,3,4,4,1,1,5,3,5,4,3,5,21,4,1,0,1,0,4,1,2,1,1,0,1,0,0,1,1,0
2972,16,0,0,3,2,3,2,3,2,5,1,5,22,3,0,1,0,0,3,1,0,0,1,0,0,1,1,0,1,0
2973,17,4,0,2,5,3,2,4,5,4,3,1,0,13,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1
2974,17,0,1,3,2,3,2,2,2,5,3,3,18,4,0,1,1,3,0,0,0,0,1,0,1,1,0,0,0,0
2975,15,3,2,2,6,1,3,4,3,1,3,4,13,15,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1
2976,17,4,0,2,4,0,5,3,3,5,5,5,8,12,0,0,0,4,1,0,1,1,0,1,1,0,1,1,0,1
2977,18,0,3,4,1,0,4,2,3,4,5,1,20,9,1,0,1,0,4,2,2,0,1,0,1,1,1,0,1,0
2978,15,4,1,1,9,1,5,3,1,1,4,1,17,17,1,1,0,2,1,3,1,1,0,1,0,1,1,1,1,1
